name,time,application,num_replicas,batch_size,duration,num_task
inference-cifar10-20592,35690,infer-cifar10-2,1,1,1.0,5076
inference-yolov3-20593,35691,infer-yolov3-1,1,1,11.0,4594
inference-cifar10-20594,35691,infer-cifar10-3,1,1,17.0,7715
inference-bert-20595,35692,infer-bert-2,1,1,1.0,1514
inference-ncf-20596,35695,infer-ncf-1,1,1,16.0,3947
inference-cifar10-20597,35695,infer-cifar10-3,1,1,8.0,1468
inference-yolov3-20598,35696,infer-yolov3-2,1,1,26.0,4505
inference-yolov3-20599,35697,infer-yolov3-1,1,1,11.0,162
inference-cifar10-20600,35698,infer-cifar10-4,1,1,6.0,7444
inference-yolov3-20601,35698,infer-yolov3-1,1,1,13.0,2858
inference-cifar10-20602,35700,infer-cifar10-4,1,1,1.0,2057
inference-yolov3-20603,35700,infer-yolov3-1,1,1,27.0,2630
inference-cifar10-20604,35701,infer-cifar10-1,1,1,28.0,5968
inference-cifar10-20605,35703,infer-cifar10-3,1,1,7.0,4402
inference-ncf-20606,35706,infer-ncf-4,1,1,22.0,3407
inference-cifar10-20607,35706,infer-cifar10-4,1,1,7.0,1146
inference-yolov3-20608,35711,infer-yolov3-5,1,1,29.0,4750
inference-ncf-20609,35712,infer-ncf-5,1,1,6.0,758
inference-yolov3-20610,35714,infer-yolov3-2,1,1,11.0,162
inference-yolov3-20611,35718,infer-yolov3-4,1,1,10.0,1080
inference-bert-20613,35719,infer-bert-1,1,1,25.0,3370
inference-cifar10-20612,35719,infer-cifar10-2,1,1,26.0,1889
inference-bert-20614,35720,infer-bert-3,1,1,11.0,4282
inference-bert-20615,35721,infer-bert-5,1,1,16.0,4315
inference-deepspeech2-20616,35721,infer-deepspeech2-2,1,1,3.0,487
inference-imagenet-20617,35724,infer-imagenet-1,1,1,17.0,4747
inference-bert-20618,35726,infer-bert-1,1,1,27.0,1788
inference-imagenet-20619,35728,infer-imagenet-3,1,1,15.0,8590
inference-imagenet-20620,35732,infer-imagenet-5,1,1,11.0,9903
inference-ncf-20621,35737,infer-ncf-2,1,1,7.0,1973
inference-imagenet-20622,35737,infer-imagenet-5,1,1,2.0,3573
inference-bert-20623,35740,infer-bert-4,1,1,20.0,4075
inference-cifar10-20624,35740,infer-cifar10-3,1,1,23.0,2365
inference-bert-20625,35741,infer-bert-3,1,1,4.0,1650
inference-imagenet-20626,35742,infer-imagenet-3,1,1,19.0,117
inference-ncf-20627,35746,infer-ncf-4,1,1,16.0,1010
inference-ncf-20628,35747,infer-ncf-1,1,1,6.0,1843
inference-deepspeech2-20630,35748,infer-deepspeech2-5,1,1,20.0,638
inference-ncf-20629,35748,infer-ncf-3,1,1,29.0,3091
inference-bert-20631,35759,infer-bert-3,1,1,29.0,3333
inference-deepspeech2-20632,35762,infer-deepspeech2-4,1,1,1.0,912
inference-bert-20633,35762,infer-bert-5,1,1,8.0,906
inference-ncf-20634,35764,infer-ncf-5,1,1,6.0,4381
inference-yolov3-20635,35766,infer-yolov3-2,1,1,1.0,4188
inference-deepspeech2-20636,35766,infer-deepspeech2-3,1,1,19.0,977
inference-bert-20637,35770,infer-bert-3,1,1,24.0,1206
inference-imagenet-20638,35770,infer-imagenet-4,1,1,23.0,4644
inference-deepspeech2-20639,35771,infer-deepspeech2-2,1,1,23.0,565
inference-ncf-20640,35772,infer-ncf-4,1,1,5.0,3271
inference-imagenet-20641,35773,infer-imagenet-1,1,1,17.0,9648
inference-yolov3-20642,35774,infer-yolov3-4,1,1,16.0,4646
inference-bert-20643,35775,infer-bert-4,1,1,4.0,847
inference-bert-20644,35777,infer-bert-2,1,1,7.0,1080
inference-deepspeech2-20645,35778,infer-deepspeech2-3,1,1,12.0,98
inference-bert-20646,35785,infer-bert-3,1,1,26.0,850
inference-bert-20647,35786,infer-bert-1,1,1,7.0,1012
inference-cifar10-20648,35787,infer-cifar10-1,1,1,12.0,8127
inference-ncf-20649,35794,infer-ncf-3,1,1,4.0,1146
inference-deepspeech2-20650,35795,infer-deepspeech2-4,1,1,20.0,892
inference-bert-20651,35795,infer-bert-5,1,1,1.0,3599
inference-cifar10-20652,35796,infer-cifar10-3,1,1,12.0,4402
inference-bert-20653,35798,infer-bert-3,1,1,25.0,547
inference-deepspeech2-20654,35800,infer-deepspeech2-2,1,1,19.0,904
inference-imagenet-20655,35802,infer-imagenet-4,1,1,12.0,5876
inference-yolov3-20656,35803,infer-yolov3-2,1,1,26.0,8
inference-bert-20657,35805,infer-bert-4,1,1,17.0,4862
inference-bert-20658,35807,infer-bert-1,1,1,26.0,1023
inference-deepspeech2-20659,35807,infer-deepspeech2-4,1,1,6.0,244
inference-yolov3-20660,35808,infer-yolov3-3,1,1,6.0,124
inference-bert-20661,35811,infer-bert-2,1,1,15.0,4136
inference-bert-20662,35814,infer-bert-1,1,1,28.0,4830
inference-bert-20663,35816,infer-bert-1,1,1,17.0,181
inference-bert-20664,35821,infer-bert-1,1,1,9.0,4030
inference-imagenet-20665,35822,infer-imagenet-2,1,1,5.0,3278
inference-ncf-20666,35822,infer-ncf-5,1,1,14.0,1922
inference-yolov3-20667,35823,infer-yolov3-5,1,1,2.0,4868
inference-yolov3-20668,35824,infer-yolov3-4,1,1,28.0,3530
inference-ncf-20669,35828,infer-ncf-3,1,1,20.0,330
inference-yolov3-20670,35831,infer-yolov3-2,1,1,3.0,3921
inference-imagenet-20671,35831,infer-imagenet-4,1,1,1.0,7958
inference-cifar10-20672,35833,infer-cifar10-4,1,1,9.0,5123
inference-ncf-20673,35838,infer-ncf-2,1,1,9.0,1721
inference-cifar10-20674,35838,infer-cifar10-1,1,1,16.0,4402
inference-yolov3-20675,35839,infer-yolov3-2,1,1,7.0,38
inference-bert-20676,35840,infer-bert-5,1,1,19.0,2235
inference-deepspeech2-20677,35843,infer-deepspeech2-2,1,1,7.0,646
inference-bert-20678,35845,infer-bert-3,1,1,24.0,4315
inference-imagenet-20679,35850,infer-imagenet-3,1,1,26.0,3162
inference-imagenet-20680,35854,infer-imagenet-4,1,1,14.0,2384
inference-cifar10-20681,35856,infer-cifar10-5,1,1,1.0,4283
inference-ncf-20682,35857,infer-ncf-4,1,1,3.0,1706
inference-cifar10-20683,35860,infer-cifar10-2,1,1,23.0,9597
inference-yolov3-20684,35860,infer-yolov3-4,1,1,23.0,4056
inference-ncf-20685,35862,infer-ncf-3,1,1,2.0,801
inference-deepspeech2-20686,35863,infer-deepspeech2-1,1,1,2.0,232
inference-ncf-20687,35869,infer-ncf-3,1,1,20.0,1146
inference-deepspeech2-20688,35876,infer-deepspeech2-5,1,1,26.0,126
inference-bert-20689,35878,infer-bert-4,1,1,4.0,4110
inference-imagenet-20690,35880,infer-imagenet-4,1,1,10.0,867
inference-cifar10-20691,35884,infer-cifar10-5,1,1,17.0,6105
inference-deepspeech2-20692,35885,infer-deepspeech2-5,1,1,21.0,630
inference-cifar10-20693,35886,infer-cifar10-1,1,1,16.0,2027
inference-bert-20694,35887,infer-bert-2,1,1,4.0,1514
inference-bert-20695,35890,infer-bert-2,1,1,4.0,4295
inference-ncf-20696,35892,infer-ncf-2,1,1,15.0,4484
inference-bert-20697,35892,infer-bert-5,1,1,11.0,4514
inference-ncf-20698,35896,infer-ncf-4,1,1,24.0,404
inference-imagenet-20699,35898,infer-imagenet-5,1,1,6.0,3278
inference-ncf-20700,35900,infer-ncf-3,1,1,19.0,404
inference-bert-20701,35900,infer-bert-3,1,1,7.0,850
inference-cifar10-20702,35901,infer-cifar10-5,1,1,3.0,3521
inference-cifar10-20703,35902,infer-cifar10-5,1,1,18.0,2472
inference-ncf-20704,35906,infer-ncf-2,1,1,23.0,3091
inference-imagenet-20705,35906,infer-imagenet-3,1,1,29.0,8089
inference-cifar10-20706,35912,infer-cifar10-3,1,1,25.0,7495
inference-imagenet-20707,35913,infer-imagenet-4,1,1,7.0,1104
inference-cifar10-20708,35916,infer-cifar10-4,1,1,9.0,5285
inference-deepspeech2-20709,35917,infer-deepspeech2-4,1,1,2.0,507
inference-imagenet-20710,35918,infer-imagenet-5,1,1,7.0,2313
inference-cifar10-20711,35920,infer-cifar10-4,1,1,18.0,2365
inference-cifar10-20712,35920,infer-cifar10-3,1,1,19.0,3172
inference-cifar10-20713,35921,infer-cifar10-4,1,1,1.0,8000
inference-deepspeech2-20714,35921,infer-deepspeech2-2,1,1,3.0,177
inference-yolov3-20715,35924,infer-yolov3-1,1,1,24.0,403
inference-ncf-20716,35926,infer-ncf-5,1,1,9.0,4459
inference-ncf-20717,35929,infer-ncf-3,1,1,21.0,1367
inference-cifar10-20718,35929,infer-cifar10-1,1,1,14.0,3899
inference-cifar10-20719,35930,infer-cifar10-5,1,1,22.0,8434
inference-ncf-20720,35931,infer-ncf-2,1,1,20.0,1228
inference-yolov3-20721,35935,infer-yolov3-4,1,1,13.0,2858
inference-cifar10-20723,35938,infer-cifar10-3,1,1,10.0,8127
inference-yolov3-20722,35938,infer-yolov3-2,1,1,15.0,1096
inference-bert-20724,35942,infer-bert-3,1,1,20.0,4927
inference-yolov3-20725,35942,infer-yolov3-2,1,1,8.0,1981
inference-bert-20726,35943,infer-bert-5,1,1,2.0,4918
inference-deepspeech2-20727,35944,infer-deepspeech2-3,1,1,3.0,762
inference-bert-20728,35949,infer-bert-3,1,1,17.0,4020
inference-imagenet-20729,35950,infer-imagenet-3,1,1,27.0,8462
inference-imagenet-20730,35953,infer-imagenet-5,1,1,13.0,8846
inference-imagenet-20731,35957,infer-imagenet-2,1,1,3.0,7009
inference-ncf-20732,35957,infer-ncf-3,1,1,8.0,4613
inference-ncf-20733,35961,infer-ncf-2,1,1,4.0,1068
inference-cifar10-20734,35962,infer-cifar10-5,1,1,15.0,9122
inference-bert-20735,35964,infer-bert-2,1,1,28.0,3024
inference-deepspeech2-20736,35965,infer-deepspeech2-5,1,1,1.0,581
inference-cifar10-20738,35966,infer-cifar10-1,1,1,16.0,7677
inference-bert-20737,35966,infer-bert-1,1,1,27.0,1023
inference-deepspeech2-20739,35967,infer-deepspeech2-2,1,1,9.0,638
inference-yolov3-20740,35968,infer-yolov3-3,1,1,15.0,1104
inference-deepspeech2-20741,35974,infer-deepspeech2-5,1,1,27.0,113
inference-imagenet-20742,35981,infer-imagenet-3,1,1,16.0,4293
inference-imagenet-20743,35984,infer-imagenet-5,1,1,29.0,9279
inference-ncf-20744,35985,infer-ncf-5,1,1,1.0,2860
inference-yolov3-20745,35991,infer-yolov3-2,1,1,3.0,2074
inference-cifar10-20746,35991,infer-cifar10-2,1,1,1.0,6047
inference-bert-20747,35997,infer-bert-2,1,1,16.0,4295
inference-deepspeech2-20748,36000,infer-deepspeech2-5,1,1,19.0,728
inference-cifar10-20749,36001,infer-cifar10-5,1,1,6.0,3172
inference-bert-20750,36002,infer-bert-3,1,1,9.0,4514
inference-deepspeech2-20751,36002,infer-deepspeech2-4,1,1,21.0,461
inference-deepspeech2-20752,36003,infer-deepspeech2-3,1,1,2.0,959
inference-bert-20753,36004,infer-bert-1,1,1,3.0,4880
inference-ncf-20755,36014,infer-ncf-5,1,1,3.0,1068
inference-cifar10-20754,36014,infer-cifar10-1,1,1,6.0,2057
inference-cifar10-20756,36015,infer-cifar10-4,1,1,25.0,3971
inference-cifar10-20757,36016,infer-cifar10-4,1,1,19.0,1168
inference-yolov3-20758,36018,infer-yolov3-4,1,1,9.0,1135
inference-imagenet-20759,36021,infer-imagenet-2,1,1,27.0,787
inference-cifar10-20760,36026,infer-cifar10-2,1,1,28.0,2027
inference-deepspeech2-20761,36026,infer-deepspeech2-3,1,1,11.0,487
inference-yolov3-20762,36031,infer-yolov3-1,1,1,20.0,3805
inference-ncf-20763,36036,infer-ncf-2,1,1,4.0,3432
inference-imagenet-20764,36037,infer-imagenet-4,1,1,13.0,1935
inference-imagenet-20765,36037,infer-imagenet-1,1,1,4.0,543
inference-ncf-20766,36038,infer-ncf-4,1,1,4.0,4023
inference-cifar10-20767,36038,infer-cifar10-1,1,1,15.0,6435
inference-deepspeech2-20769,36039,infer-deepspeech2-2,1,1,5.0,851
inference-imagenet-20768,36039,infer-imagenet-3,1,1,11.0,8954
inference-cifar10-20770,36044,infer-cifar10-5,1,1,18.0,7180
inference-ncf-20771,36046,infer-ncf-3,1,1,13.0,202
inference-deepspeech2-20772,36048,infer-deepspeech2-1,1,1,12.0,161
inference-cifar10-20773,36048,infer-cifar10-1,1,1,18.0,4231
inference-bert-20774,36048,infer-bert-4,1,1,22.0,4282
inference-imagenet-20775,36048,infer-imagenet-1,1,1,10.0,9039
inference-cifar10-20776,36055,infer-cifar10-3,1,1,23.0,9295
inference-bert-20777,36058,infer-bert-5,1,1,18.0,731
inference-yolov3-20778,36061,infer-yolov3-4,1,1,24.0,530
inference-bert-20779,36064,infer-bert-1,1,1,11.0,1721
inference-imagenet-20780,36067,infer-imagenet-5,1,1,16.0,8956
inference-yolov3-20781,36068,infer-yolov3-1,1,1,15.0,576
inference-imagenet-20782,36068,infer-imagenet-4,1,1,8.0,441
inference-yolov3-20783,36068,infer-yolov3-2,1,1,18.0,3169
inference-yolov3-20784,36070,infer-yolov3-3,1,1,25.0,1341
inference-ncf-20785,36070,infer-ncf-5,1,1,27.0,4160
inference-imagenet-20786,36077,infer-imagenet-3,1,1,1.0,2465
inference-imagenet-20787,36078,infer-imagenet-5,1,1,12.0,8273
inference-deepspeech2-20788,36081,infer-deepspeech2-2,1,1,20.0,433
inference-imagenet-20789,36082,infer-imagenet-1,1,1,7.0,9303
inference-deepspeech2-20790,36082,infer-deepspeech2-1,1,1,4.0,153
inference-ncf-20791,36083,infer-ncf-2,1,1,19.0,912
inference-yolov3-20792,36084,infer-yolov3-3,1,1,12.0,1847
inference-deepspeech2-20793,36085,infer-deepspeech2-5,1,1,2.0,630
inference-ncf-20794,36085,infer-ncf-1,1,1,7.0,585
inference-yolov3-20795,36086,infer-yolov3-4,1,1,10.0,3921
inference-cifar10-20796,36087,infer-cifar10-4,1,1,27.0,7028
inference-deepspeech2-20797,36087,infer-deepspeech2-4,1,1,15.0,123
inference-imagenet-20798,36090,infer-imagenet-2,1,1,5.0,525
inference-bert-20799,36093,infer-bert-2,1,1,15.0,2221
inference-yolov3-20802,36100,infer-yolov3-1,1,1,26.0,3978
inference-imagenet-20800,36100,infer-imagenet-4,1,1,18.0,2313
inference-deepspeech2-20801,36100,infer-deepspeech2-3,1,1,16.0,161
inference-cifar10-20803,36104,infer-cifar10-5,1,1,20.0,5397
inference-imagenet-20804,36104,infer-imagenet-5,1,1,29.0,9984
inference-ncf-20805,36107,infer-ncf-3,1,1,16.0,2540
inference-imagenet-20806,36108,infer-imagenet-4,1,1,21.0,7958
inference-ncf-20807,36109,infer-ncf-1,1,1,26.0,3146
inference-yolov3-20808,36109,infer-yolov3-2,1,1,10.0,1865
inference-deepspeech2-20809,36113,infer-deepspeech2-4,1,1,9.0,318
inference-ncf-20810,36115,infer-ncf-5,1,1,15.0,1367
inference-cifar10-20811,36117,infer-cifar10-1,1,1,21.0,7852
inference-bert-20812,36117,infer-bert-3,1,1,29.0,4030
inference-yolov3-20813,36118,infer-yolov3-1,1,1,15.0,2858
inference-imagenet-20814,36119,infer-imagenet-3,1,1,27.0,2465
inference-deepspeech2-20816,36120,infer-deepspeech2-5,1,1,29.0,565
inference-ncf-20815,36120,infer-ncf-2,1,1,23.0,3873
inference-ncf-20819,36122,infer-ncf-3,1,1,14.0,3732
inference-ncf-20818,36122,infer-ncf-1,1,1,19.0,1042
inference-ncf-20817,36122,infer-ncf-3,1,1,14.0,585
inference-imagenet-20820,36128,infer-imagenet-4,1,1,26.0,1493
inference-deepspeech2-20821,36131,infer-deepspeech2-1,1,1,27.0,912
inference-imagenet-20822,36131,infer-imagenet-5,1,1,9.0,9330
inference-bert-20823,36137,infer-bert-5,1,1,19.0,2012
inference-bert-20824,36137,infer-bert-5,1,1,29.0,181
inference-bert-20825,36144,infer-bert-2,1,1,26.0,1667
inference-yolov3-20826,36145,infer-yolov3-2,1,1,15.0,1520
inference-imagenet-20827,36148,infer-imagenet-1,1,1,27.0,867
inference-yolov3-20828,36150,infer-yolov3-4,1,1,25.0,1135
inference-imagenet-20829,36153,infer-imagenet-4,1,1,13.0,7984
inference-deepspeech2-20830,36153,infer-deepspeech2-4,1,1,27.0,921
inference-cifar10-20831,36155,infer-cifar10-1,1,1,5.0,2483
inference-yolov3-20832,36155,infer-yolov3-5,1,1,24.0,2447
inference-deepspeech2-20833,36158,infer-deepspeech2-1,1,1,26.0,971
inference-bert-20834,36162,infer-bert-5,1,1,17.0,1023
inference-imagenet-20835,36163,infer-imagenet-2,1,1,1.0,2721
inference-cifar10-20836,36164,infer-cifar10-2,1,1,1.0,7658
inference-yolov3-20837,36167,infer-yolov3-3,1,1,7.0,1648
inference-ncf-20838,36167,infer-ncf-5,1,1,20.0,912
inference-bert-20839,36167,infer-bert-5,1,1,16.0,1514
inference-cifar10-20840,36167,infer-cifar10-5,1,1,18.0,4754
inference-bert-20841,36169,infer-bert-4,1,1,5.0,1507
inference-deepspeech2-20842,36170,infer-deepspeech2-1,1,1,15.0,177
inference-imagenet-20843,36172,infer-imagenet-2,1,1,9.0,2737
inference-imagenet-20844,36172,infer-imagenet-2,1,1,27.0,4444
inference-bert-20845,36174,infer-bert-3,1,1,12.0,4372
inference-bert-20846,36175,infer-bert-4,1,1,17.0,1035
inference-deepspeech2-20847,36177,infer-deepspeech2-1,1,1,1.0,227
inference-yolov3-20848,36179,infer-yolov3-5,1,1,5.0,766
inference-yolov3-20849,36184,infer-yolov3-4,1,1,8.0,766
inference-deepspeech2-20850,36185,infer-deepspeech2-3,1,1,1.0,686
inference-cifar10-20851,36186,infer-cifar10-1,1,1,25.0,2843
inference-bert-20852,36188,infer-bert-2,1,1,21.0,4295
inference-yolov3-20853,36189,infer-yolov3-3,1,1,29.0,3314
inference-imagenet-20854,36194,infer-imagenet-5,1,1,16.0,4022
inference-deepspeech2-20855,36195,infer-deepspeech2-4,1,1,3.0,254
inference-deepspeech2-20856,36196,infer-deepspeech2-5,1,1,28.0,648
inference-ncf-20857,36197,infer-ncf-2,1,1,9.0,3388
inference-imagenet-20858,36197,infer-imagenet-3,1,1,20.0,4503
inference-bert-20859,36197,infer-bert-4,1,1,27.0,4880
inference-bert-20860,36198,infer-bert-5,1,1,14.0,4336
inference-cifar10-20861,36198,infer-cifar10-2,1,1,14.0,1662
inference-bert-20862,36199,infer-bert-2,1,1,5.0,4625
inference-bert-20863,36201,infer-bert-4,1,1,16.0,3735
inference-ncf-20864,36201,infer-ncf-2,1,1,8.0,2119
inference-ncf-20865,36204,infer-ncf-3,1,1,22.0,1721
inference-imagenet-20866,36207,infer-imagenet-1,1,1,11.0,4022
inference-deepspeech2-20867,36207,infer-deepspeech2-3,1,1,3.0,177
inference-imagenet-20868,36208,infer-imagenet-3,1,1,4.0,1001
inference-deepspeech2-20869,36210,infer-deepspeech2-5,1,1,10.0,903
inference-cifar10-20870,36214,infer-cifar10-4,1,1,12.0,1195
inference-ncf-20871,36214,infer-ncf-1,1,1,25.0,500
inference-deepspeech2-20872,36215,infer-deepspeech2-4,1,1,25.0,771
inference-yolov3-20873,36216,infer-yolov3-3,1,1,6.0,467
inference-deepspeech2-20874,36216,infer-deepspeech2-1,1,1,2.0,767
inference-imagenet-20875,36217,infer-imagenet-2,1,1,24.0,525
inference-yolov3-20876,36220,infer-yolov3-3,1,1,7.0,4880
inference-bert-20877,36220,infer-bert-5,1,1,9.0,4030
inference-bert-20878,36222,infer-bert-4,1,1,29.0,1507
inference-yolov3-20879,36223,infer-yolov3-3,1,1,29.0,4106
inference-bert-20880,36224,infer-bert-2,1,1,24.0,2235
inference-ncf-20881,36225,infer-ncf-2,1,1,1.0,3122
inference-deepspeech2-20882,36229,infer-deepspeech2-1,1,1,20.0,630
inference-bert-20883,36229,infer-bert-2,1,1,25.0,4136
inference-ncf-20884,36230,infer-ncf-5,1,1,16.0,1400
inference-yolov3-20885,36232,infer-yolov3-4,1,1,20.0,3313
inference-bert-20886,36233,infer-bert-1,1,1,5.0,4215
inference-bert-20887,36233,infer-bert-4,1,1,10.0,4372
inference-yolov3-20888,36234,infer-yolov3-4,1,1,3.0,979
inference-deepspeech2-20889,36235,infer-deepspeech2-3,1,1,6.0,565
inference-ncf-20890,36237,infer-ncf-3,1,1,7.0,2953
inference-ncf-20891,36237,infer-ncf-3,1,1,15.0,1922
inference-ncf-20892,36237,infer-ncf-1,1,1,27.0,202
inference-deepspeech2-20893,36238,infer-deepspeech2-4,1,1,17.0,227
inference-bert-20894,36238,infer-bert-1,1,1,25.0,3735
inference-cifar10-20896,36239,infer-cifar10-4,1,1,22.0,2470
inference-imagenet-20895,36239,infer-imagenet-3,1,1,21.0,1616
inference-bert-20897,36240,infer-bert-1,1,1,23.0,2221
inference-imagenet-20898,36241,infer-imagenet-2,1,1,20.0,3888
inference-imagenet-20899,36242,infer-imagenet-1,1,1,4.0,8769
inference-deepspeech2-20900,36243,infer-deepspeech2-5,1,1,14.0,648
inference-ncf-20901,36246,infer-ncf-1,1,1,20.0,4791
inference-cifar10-20902,36246,infer-cifar10-1,1,1,14.0,7658
inference-cifar10-20903,36247,infer-cifar10-1,1,1,10.0,8438
inference-ncf-20904,36248,infer-ncf-3,1,1,17.0,2000
inference-yolov3-20905,36249,infer-yolov3-3,1,1,3.0,1635
inference-ncf-20906,36251,infer-ncf-2,1,1,21.0,3091
inference-yolov3-20907,36255,infer-yolov3-5,1,1,12.0,296
inference-bert-20908,36256,infer-bert-1,1,1,20.0,477
inference-ncf-20910,36257,infer-ncf-2,1,1,18.0,3890
inference-deepspeech2-20909,36257,infer-deepspeech2-5,1,1,11.0,322
inference-ncf-20911,36257,infer-ncf-3,1,1,7.0,904
inference-bert-20912,36260,infer-bert-3,1,1,12.0,1924
inference-yolov3-20913,36270,infer-yolov3-4,1,1,19.0,4639
inference-yolov3-20914,36271,infer-yolov3-1,1,1,25.0,3752
inference-bert-20915,36273,infer-bert-3,1,1,27.0,1739
inference-deepspeech2-20916,36274,infer-deepspeech2-4,1,1,21.0,333
inference-yolov3-20917,36275,infer-yolov3-5,1,1,7.0,954
inference-yolov3-20918,36277,infer-yolov3-3,1,1,1.0,1847
inference-ncf-20919,36278,infer-ncf-2,1,1,22.0,539
inference-cifar10-20920,36279,infer-cifar10-5,1,1,9.0,2606
inference-bert-20921,36280,infer-bert-3,1,1,26.0,351
inference-imagenet-20922,36281,infer-imagenet-1,1,1,7.0,8956
inference-imagenet-20923,36282,infer-imagenet-5,1,1,6.0,1680
inference-deepspeech2-20924,36284,infer-deepspeech2-4,1,1,20.0,161
inference-imagenet-20925,36286,infer-imagenet-2,1,1,11.0,8106
inference-cifar10-20926,36288,infer-cifar10-3,1,1,14.0,1146
inference-deepspeech2-20927,36289,infer-deepspeech2-3,1,1,8.0,47
inference-deepspeech2-20928,36292,infer-deepspeech2-1,1,1,1.0,161
inference-deepspeech2-20929,36295,infer-deepspeech2-5,1,1,22.0,892
inference-imagenet-20930,36295,infer-imagenet-5,1,1,11.0,7344
inference-yolov3-20931,36295,infer-yolov3-2,1,1,28.0,1716
inference-cifar10-20932,36295,infer-cifar10-2,1,1,12.0,1011
inference-cifar10-20933,36299,infer-cifar10-4,1,1,9.0,8833
inference-bert-20934,36304,infer-bert-1,1,1,12.0,4514
inference-imagenet-20935,36305,infer-imagenet-4,1,1,10.0,9903
inference-imagenet-20936,36307,infer-imagenet-5,1,1,26.0,8572
inference-imagenet-20937,36308,infer-imagenet-4,1,1,26.0,9903
inference-yolov3-20938,36309,infer-yolov3-2,1,1,20.0,3204
inference-bert-20939,36310,infer-bert-1,1,1,9.0,1216
inference-bert-20940,36311,infer-bert-1,1,1,5.0,1012
inference-bert-20941,36314,infer-bert-5,1,1,12.0,181
inference-bert-20942,36315,infer-bert-4,1,1,13.0,3276
inference-ncf-20944,36317,infer-ncf-2,1,1,9.0,640
inference-deepspeech2-20943,36317,infer-deepspeech2-1,1,1,1.0,686
inference-imagenet-20945,36319,infer-imagenet-4,1,1,16.0,9742
inference-imagenet-20946,36320,infer-imagenet-4,1,1,25.0,9648
inference-ncf-20947,36321,infer-ncf-4,1,1,12.0,3873
inference-yolov3-20948,36322,infer-yolov3-2,1,1,13.0,3374
inference-imagenet-20949,36323,infer-imagenet-2,1,1,2.0,4866
inference-cifar10-20950,36323,infer-cifar10-4,1,1,29.0,5076
inference-yolov3-20951,36325,infer-yolov3-4,1,1,9.0,2074
inference-yolov3-20952,36327,infer-yolov3-5,1,1,4.0,1865
inference-yolov3-20953,36328,infer-yolov3-4,1,1,27.0,1847
inference-cifar10-20954,36328,infer-cifar10-4,1,1,7.0,2074
inference-yolov3-20955,36331,infer-yolov3-5,1,1,24.0,1104
inference-imagenet-20956,36334,infer-imagenet-3,1,1,26.0,2465
inference-deepspeech2-20957,36335,infer-deepspeech2-1,1,1,21.0,955
inference-ncf-20958,36337,infer-ncf-1,1,1,28.0,4081
inference-imagenet-20959,36338,infer-imagenet-4,1,1,25.0,5333
inference-yolov3-20960,36342,infer-yolov3-1,1,1,18.0,124
inference-yolov3-20961,36342,infer-yolov3-1,1,1,14.0,4276
inference-imagenet-20962,36345,infer-imagenet-2,1,1,24.0,4000
inference-ncf-20963,36345,infer-ncf-3,1,1,22.0,1706
inference-imagenet-20964,36348,infer-imagenet-3,1,1,23.0,6923
inference-bert-20965,36349,infer-bert-4,1,1,21.0,1739
inference-cifar10-20966,36351,infer-cifar10-4,1,1,18.0,3172
inference-imagenet-20967,36353,infer-imagenet-5,1,1,24.0,2341
inference-bert-20968,36353,infer-bert-1,1,1,12.0,4009
inference-imagenet-20969,36354,infer-imagenet-2,1,1,29.0,3278
inference-ncf-20970,36355,infer-ncf-4,1,1,10.0,3353
inference-yolov3-20971,36357,infer-yolov3-5,1,1,1.0,3805
inference-yolov3-20972,36360,infer-yolov3-3,1,1,14.0,3374
inference-cifar10-20973,36361,infer-cifar10-5,1,1,23.0,9796
inference-deepspeech2-20976,36368,infer-deepspeech2-5,1,1,13.0,903
inference-bert-20975,36368,infer-bert-5,1,1,5.0,1650
inference-yolov3-20974,36368,infer-yolov3-3,1,1,5.0,4868
inference-cifar10-20977,36369,infer-cifar10-3,1,1,16.0,3521
inference-deepspeech2-20978,36371,infer-deepspeech2-1,1,1,18.0,726
inference-yolov3-20979,36372,infer-yolov3-5,1,1,14.0,3921
inference-ncf-20980,36374,infer-ncf-1,1,1,1.0,1146
inference-bert-20981,36382,infer-bert-3,1,1,13.0,4048
inference-imagenet-20982,36384,infer-imagenet-1,1,1,15.0,8
inference-imagenet-20983,36388,infer-imagenet-2,1,1,2.0,4503
inference-ncf-20984,36389,infer-ncf-3,1,1,5.0,1399
inference-bert-20985,36390,infer-bert-2,1,1,6.0,701
inference-deepspeech2-20986,36396,infer-deepspeech2-2,1,1,23.0,13
inference-deepspeech2-20987,36397,infer-deepspeech2-4,1,1,4.0,977
inference-yolov3-20988,36398,infer-yolov3-5,1,1,13.0,2157
inference-cifar10-20989,36399,infer-cifar10-1,1,1,27.0,1889
inference-ncf-20990,36403,infer-ncf-2,1,1,16.0,1146
inference-imagenet-20991,36407,infer-imagenet-2,1,1,21.0,1935
inference-deepspeech2-20992,36407,infer-deepspeech2-5,1,1,12.0,739
inference-deepspeech2-20993,36408,infer-deepspeech2-3,1,1,11.0,333
inference-imagenet-20994,36409,infer-imagenet-2,1,1,29.0,3888
inference-bert-20995,36411,infer-bert-1,1,1,9.0,2123
inference-imagenet-20996,36411,infer-imagenet-5,1,1,16.0,7962
inference-deepspeech2-20997,36412,infer-deepspeech2-2,1,1,20.0,433
inference-yolov3-20998,36414,infer-yolov3-1,1,1,7.0,3539
